fpl_code,team,player,pos,cost,1,2,3,4,5,6,7,8,9,10,11,12,total_pts,ppm
243526,LEE,Gudmundsson,D,2.0,4.47,4.57,3.21,4.84,3.61,3.41,3.57,4.18,3.89,2.87,3.24,3.25,45.12,22.56
84450,SUN,Xhaka,M,3.0,4.08,5.85,3.64,4.88,3.44,3.27,3.42,3.53,3.09,3.47,2.94,3.26,44.86,14.95
489639,BHA,Verbruggen,G,3.0,3.91,5.89,3.1,4.81,3.47,2.79,3.53,3.29,3.18,4.1,3.06,3.56,44.69,14.9
200617,LEE,James,M,2.5,3.77,4.84,3.56,4.74,3.48,3.49,3.73,3.58,3.67,3.17,3.16,3.4,44.6,17.84
91889,WHU,Füllkrug,F,3.0,4.41,5.28,3.37,5.29,3.41,3.09,2.64,3.63,3.3,3.15,3.79,3.18,44.53,14.84
466525,LEE,Stach,M,2.5,3.67,5.04,3.5,4.71,3.48,3.43,3.62,3.62,3.62,3.36,3.17,3.3,44.53,17.81
172567,BUR,Cullen,M,2.0,3.7,6.97,3.32,5.52,3.17,2.97,3.08,3.4,3.22,2.85,3.29,2.97,44.47,22.23
202641,MUN,Onana,G,3.5,1.76,5.47,4.67,4.36,3.43,3.17,4.57,2.51,3.61,3.56,3.04,4.22,44.36,12.68
462116,WHU,Todibo,D,2.5,4.7,5.01,3.23,5.06,3.27,3.63,2.27,3.18,3.61,3.01,4.66,2.72,44.35,17.74
502500,BRE,Thiago,F,2.5,3.98,5.98,4.36,4.59,3.24,3.21,2.97,3.52,2.95,3.18,3.18,3.16,44.32,17.73
501837,WOL,Mosquera,D,2.5,2.76,5.14,4.06,4.31,4.08,2.99,3.38,4.31,4.65,3.11,2.29,3.18,44.28,17.71
101178,WHU,Ward-Prowse,M,3.0,3.82,6.01,3.23,5.92,3.27,3.05,2.55,3.3,3.23,3.06,3.5,3.01,43.96,14.65
209365,MUN,De Ligt,D,3.5,3.06,5.59,5.04,4.0,2.97,2.95,4.73,1.99,3.27,3.16,2.94,3.98,43.68,12.48
441302,AVL,Maatsen,D,4.0,2.7,2.6,2.91,2.59,5.17,5.08,5.27,4.43,1.97,3.9,2.28,4.67,43.56,10.89
570526,TOT,Bergvall,M,3.0,3.16,2.54,2.8,4.98,4.68,5.07,2.67,4.85,2.55,4.47,2.09,3.59,43.46,14.49
431639,BUR,Flemming,F,2.5,3.94,6.6,3.3,4.38,3.36,2.78,2.97,3.58,3.14,2.69,3.3,3.11,43.13,17.25
486385,EVE,Beto,F,3.0,3.72,6.54,3.21,5.24,2.37,3.31,2.85,2.65,3.46,3.73,3.03,2.67,42.79,14.26
212314,FUL,Lukić,M,3.0,3.34,6.27,2.84,5.58,3.12,2.92,2.98,2.83,2.94,3.18,3.02,3.62,42.65,14.22
232928,EVE,Garner,M,3.0,3.11,5.85,3.06,5.15,2.83,3.36,3.09,2.82,3.44,3.52,3.0,3.05,42.29,14.1
158499,BOU,Christie,M,3.0,3.4,7.14,3.29,5.28,2.97,3.1,3.08,2.73,2.8,2.62,2.71,3.12,42.25,14.08
201595,LEE,Perri,G,2.0,3.36,4.55,3.08,4.69,3.27,3.35,3.21,3.85,3.56,2.77,3.23,3.29,42.22,21.11
209400,CRY,Kamada,M,3.0,2.31,2.54,2.25,2.97,4.69,4.14,4.35,5.17,2.16,4.44,2.36,4.46,41.83,13.94
232653,AVL,J.Ramsey,M,3.5,2.59,2.25,2.36,2.22,4.79,4.55,4.9,4.51,2.25,4.23,2.7,4.44,41.79,11.94
198869,ARS,White,D,4.0,3.54,3.81,1.98,4.34,3.25,3.81,2.57,4.1,2.23,4.87,2.79,4.45,41.75,10.44
87835,WOL,Doherty,D,2.5,2.45,5.86,3.61,4.9,3.63,2.66,2.95,3.87,4.11,2.71,2.11,2.88,41.75,16.7
180736,CHE,Chalobah,D,3.5,3.6,3.39,3.17,4.89,4.24,3.65,1.63,3.82,2.91,3.6,2.22,4.02,41.14,11.75
212319,TOT,Richarlison,F,3.0,3.08,2.0,2.42,4.54,4.43,4.82,2.51,4.75,2.3,4.23,2.17,3.18,40.43,13.48
174592,BUR,Edwards,M,2.0,3.74,5.92,3.13,4.33,3.23,2.66,2.78,3.11,3.03,2.55,3.0,2.9,40.37,20.18
444145,ARS,Martinelli,M,4.5,3.52,3.18,2.05,4.54,4.02,4.17,2.32,4.07,2.13,3.99,2.23,3.95,40.18,8.93
214225,LEE,Rodon,D,2.5,4.09,4.1,2.74,4.45,3.19,2.94,2.99,3.96,3.48,2.4,2.91,2.92,40.15,16.06
194010,BRE,Henry,D,2.5,3.46,5.63,4.42,4.35,3.02,3.3,2.57,3.1,2.28,2.61,2.85,2.57,40.14,16.06
83299,BHA,Dunk,D,2.5,3.7,5.75,2.58,4.5,3.25,2.26,3.14,2.78,2.74,3.66,2.56,3.15,40.08,16.03
249231,BRE,Lewis-Potter,M,2.5,3.25,5.59,3.43,4.84,2.71,2.87,2.73,3.05,2.84,2.84,2.79,2.89,39.84,15.94
492859,LEE,Gnonto,M,2.5,3.1,5.29,3.0,4.88,2.9,3.03,3.11,2.92,3.06,2.59,2.63,2.66,39.16,15.67
232859,TOT,Spence,D,3.5,2.87,1.5,2.15,4.14,4.97,4.49,2.81,4.23,2.33,3.77,2.36,3.41,39.03,11.15
498016,SUN,Roefs,G,2.0,3.29,5.4,3.09,3.96,2.96,2.87,2.6,3.4,2.3,3.53,2.71,2.74,38.85,19.42
54469,BOU,Smith,D,2.0,1.86,6.67,2.64,5.34,2.73,3.08,3.1,2.48,3.15,1.94,2.44,3.17,38.6,19.3
180135,LEE,Longstaff,M,2.0,3.01,5.24,2.84,4.7,2.85,2.82,3.11,2.95,2.93,2.69,2.58,2.7,38.41,19.2
59859,MCI,Gündoğan,M,3.5,3.32,3.1,2.36,4.38,3.54,4.22,2.02,3.99,1.93,3.92,1.81,3.74,38.33,10.95
465351,MCI,Matheus N.,D,4.0,2.7,2.52,2.1,4.64,3.84,4.79,1.97,4.03,2.01,3.75,1.84,3.65,37.85,9.46
101188,AVL,Digne,D,4.0,2.17,2.02,2.12,2.29,5.07,3.65,4.86,3.95,1.8,3.35,2.21,4.29,37.79,9.45
56979,BRE,Henderson,M,2.5,3.33,5.27,3.63,4.01,2.69,2.82,2.59,2.86,2.57,2.54,2.66,2.74,37.72,15.09
547027,SUN,Diarra,M,2.5,3.23,4.71,3.22,4.04,2.98,2.77,2.78,3.02,2.62,2.93,2.6,2.77,37.67,15.07
244858,BRE,Carvalho,M,2.5,3.13,5.04,3.64,4.74,2.47,3.01,2.41,2.72,2.28,2.43,2.92,2.84,37.61,15.05
586309,EVE,Barry,F,3.0,2.21,3.63,2.85,4.16,2.58,3.15,3.05,2.51,3.34,3.37,2.88,2.93,36.67,12.22
248056,LEE,Tanaka,M,2.5,2.98,4.0,2.75,3.95,2.77,2.88,3.16,2.95,3.1,2.78,2.59,2.72,36.65,14.66
209289,FUL,Smith Rowe,M,3.0,3.09,5.57,2.55,4.45,2.81,2.49,2.46,2.18,2.47,2.72,2.48,3.27,36.55,12.18
248875,MCI,Doku,M,4.5,2.61,2.47,2.07,3.99,2.86,4.19,2.17,4.36,2.01,4.04,1.93,3.72,36.43,8.09
116216,ARS,Trossard,M,4.5,0.9,1.91,2.11,4.68,4.07,4.2,2.41,3.74,1.96,4.03,2.48,3.87,36.36,8.08
58621,BUR,Walker,D,2.5,2.45,6.72,2.57,3.48,3.29,1.48,2.28,3.58,2.94,2.21,2.81,2.23,36.05,14.42
199598,LEE,Ampadu,D,2.5,3.38,3.65,2.55,3.94,2.9,2.62,2.79,3.41,3.1,2.25,2.57,2.66,35.81,14.32
549912,SUN,Talbi,M,2.0,3.27,4.65,3.03,3.86,2.75,2.72,2.61,2.86,2.41,2.65,2.36,2.54,35.72,17.86
503714,BUR,Ugochukwu,M,2.5,3.01,5.5,2.69,4.34,2.47,2.45,2.5,2.71,2.55,2.41,2.63,2.39,35.66,14.27
550839,TOT,Odobert,M,3.0,2.64,1.83,2.39,3.99,4.09,4.12,2.37,3.86,2.02,3.51,2.04,2.74,35.59,11.86
624773,CHE,Estêvão,M,3.5,1.83,1.53,1.78,3.48,3.08,3.91,2.1,3.97,3.05,4.1,2.6,4.06,35.5,10.14
550864,MUN,Yoro,D,3.5,2.6,4.64,4.25,3.32,2.41,2.28,3.66,1.59,2.62,2.53,2.24,3.11,35.26,10.08
207189,FUL,Berge,M,3.0,2.72,5.07,2.41,4.68,2.63,2.43,2.48,2.32,2.44,2.58,2.45,2.89,35.12,11.71
434399,SUN,Reinildo,D,2.5,3.46,5.73,2.58,3.44,2.57,2.45,2.34,3.2,1.51,3.38,2.04,2.34,35.03,14.01
463936,CHE,Gittens,M,4.0,2.56,2.09,2.1,3.66,2.77,3.69,1.7,3.79,2.41,3.87,2.02,3.78,34.46,8.61
233963,WHU,Mavropanos,D,2.5,2.99,4.53,2.41,4.51,2.5,2.71,1.79,2.47,2.59,2.29,3.38,2.14,34.32,13.73
494960,BUR,Hartman,D,2.0,2.64,6.12,2.5,3.32,3.0,1.67,2.25,3.17,2.66,2.11,2.64,2.16,34.23,17.11
156689,FUL,Andreas,M,3.0,1.87,4.34,2.11,4.94,2.69,2.33,2.3,2.09,2.31,2.88,2.55,3.52,33.93,11.31
155408,BOU,Cook,M,2.5,0.0,0.0,3.57,5.68,3.18,3.25,2.93,3.01,3.05,2.88,2.98,3.35,33.87,13.55
434752,LEE,Bijol,D,2.0,0.0,3.72,2.58,4.14,2.9,2.73,2.89,3.65,3.29,2.28,2.67,2.76,33.62,16.81
477717,BUR,Estève,D,2.5,2.07,6.11,2.32,3.04,3.09,1.24,2.07,3.42,2.7,2.05,2.61,2.04,32.74,13.1
613804,WHU,Diouf,D,3.0,4.49,4.68,2.89,3.67,2.24,2.23,1.53,2.21,2.22,2.05,2.56,1.81,32.58,10.86
223827,SUN,Ballard,D,2.0,3.25,5.4,2.47,3.22,2.34,2.31,2.09,3.04,1.32,3.14,1.79,2.2,32.56,16.28
508395,BRE,Yarmoliuk,M,2.0,2.54,4.76,2.93,3.94,2.3,2.38,2.26,2.35,2.22,2.19,2.32,2.12,32.3,16.15
449871,AVL,Onana,M,3.5,1.41,1.56,1.62,1.65,3.69,3.29,3.85,3.76,1.91,3.56,1.99,3.69,31.98,9.14
564406,SUN,Mayenda,F,2.5,3.29,4.7,2.8,3.18,2.26,2.12,2.25,2.43,2.79,2.35,1.82,1.97,31.98,12.79
114243,NEW,J.Murphy,M,4.5,2.14,1.93,2.1,3.33,3.57,2.69,1.96,3.11,1.93,3.25,2.01,3.02,31.04,6.9
248857,ARS,Madueke,M,4.0,1.54,1.56,1.1,3.06,2.64,3.13,1.91,3.14,1.89,3.89,2.48,4.26,30.58,7.64
482609,CHE,Gusto,D,3.0,1.54,1.55,1.76,3.0,3.53,3.27,1.41,3.36,2.3,3.09,2.04,3.69,30.55,10.18
206915,LIV,C.Jones,M,3.5,2.76,1.34,1.3,3.24,2.94,3.14,1.54,3.46,1.77,3.43,1.51,3.52,29.96,8.56
607464,BRE,Kayode,D,2.5,3.12,4.73,3.62,3.4,1.88,2.15,1.69,2.16,1.53,1.81,1.99,1.87,29.95,11.98
77794,NEW,Trippier,D,4.0,1.27,1.28,1.72,3.58,3.38,2.99,1.98,3.31,1.83,3.55,1.71,3.2,29.78,7.45
472713,BRE,Hickey,D,2.5,1.2,2.24,2.26,3.62,2.55,2.96,2.17,2.82,2.11,2.35,2.58,2.42,29.28,11.71
466052,MCI,Cherki,M,5.0,1.67,2.1,1.72,3.41,2.04,3.82,1.77,2.97,1.57,3.16,1.43,3.25,28.91,5.78
180804,BUR,Tuanzebe,D,2.0,2.09,5.54,2.15,2.83,2.63,1.29,1.88,2.72,2.19,1.75,2.09,1.7,28.86,14.43
551210,CHE,Hato,D,3.5,0.99,1.22,1.53,2.82,2.65,3.26,1.38,3.16,2.26,3.07,2.01,3.8,28.17,8.05
152551,CRY,Lerma,M,3.0,1.44,1.53,1.73,2.13,3.05,3.16,2.93,2.92,1.49,3.03,1.7,2.83,27.95,9.32
532529,BHA,Hinshelwood,M,3.0,1.96,3.57,2.16,3.31,2.32,2.09,2.04,2.02,1.91,2.19,1.87,2.14,27.59,9.2
477064,MCI,Lewis,D,3.5,1.68,1.79,1.5,2.84,2.88,3.18,1.49,3.25,1.41,3.2,1.32,3.02,27.56,7.87
200785,BOU,Adams,M,2.5,3.41,5.64,1.81,2.68,1.86,1.82,1.65,1.62,1.63,1.68,1.71,1.89,27.41,10.96
231057,WOL,Bellegarde,M,3.0,1.7,3.03,2.0,2.75,2.09,2.12,2.17,2.38,2.31,1.93,2.03,2.24,26.76,8.92
184349,FUL,Sessegnon,M,3.0,3.07,4.81,1.64,2.92,1.73,1.65,1.76,1.53,1.77,1.93,1.77,2.17,26.75,8.92
211975,MCI,Akanji,D,3.5,1.59,1.42,1.25,2.98,2.76,3.25,1.45,3.29,1.38,3.19,1.32,2.75,26.63,7.61
95658,MUN,Maguire,D,3.5,2.3,5.09,3.4,3.8,1.55,1.39,1.98,0.93,1.45,1.52,1.29,1.62,26.33,7.52
159533,FUL,Adama,M,3.0,1.47,3.5,1.59,3.48,2.1,1.88,1.98,1.73,1.84,2.11,1.98,2.64,26.29,8.76
450070,WHU,Summerville,M,3.0,0.0,0.0,0.0,2.23,2.35,2.87,2.6,3.34,3.09,3.15,3.53,2.9,26.06,8.69
231416,BHA,F.Kadıoğlu,D,3.0,2.12,3.5,1.87,2.77,2.17,1.54,2.11,2.01,1.88,2.2,1.7,2.09,25.95,8.65
510281,MCI,Savinho,M,4.5,1.54,1.79,1.53,3.15,1.93,2.97,1.51,2.86,1.38,2.91,1.32,2.76,25.64,5.7
221820,MUN,Martinez,D,3.5,0.0,0.0,0.0,0.0,1.12,2.78,5.01,2.18,3.54,3.33,3.2,4.16,25.32,7.23
465527,BUR,Hannibal,M,2.0,2.24,4.35,1.93,2.98,1.67,1.56,1.61,1.82,1.82,1.59,1.92,1.56,25.04,12.52
61256,MUN,Casemiro,M,3.5,1.63,3.34,2.03,2.81,1.67,1.8,2.4,1.66,1.92,1.79,2.0,1.81,24.85,7.1
533463,BOU,O.Dango,F,3.0,1.4,2.92,2.04,3.01,2.06,2.04,1.88,1.67,1.98,1.66,1.88,2.08,24.61,8.2
122798,LIV,Robertson,D,4.0,1.17,1.12,1.14,2.87,2.83,2.6,1.14,3.01,1.43,2.75,1.22,2.95,24.24,6.06
230001,MUN,Mazraoui,D,4.0,1.53,3.77,2.7,3.15,1.63,1.37,2.14,1.1,1.77,1.49,1.64,1.91,24.2,6.05
232112,MUN,Ugarte,M,3.5,1.8,3.25,2.01,2.88,1.61,1.66,2.1,1.64,1.9,1.55,1.88,1.78,24.06,6.87
204968,NFO,Yates,M,2.5,1.44,1.45,1.98,1.53,3.1,3.8,2.42,1.93,1.18,2.01,1.25,1.83,23.94,9.58
75115,WHU,Wilson,F,2.5,1.96,2.94,1.79,3.15,1.78,1.68,1.31,1.93,1.77,1.74,2.11,1.67,23.82,9.53
509416,BHA,Ayari,M,2.5,1.8,2.95,1.66,2.59,2.01,1.63,1.76,1.85,1.67,2.0,1.74,1.86,23.53,9.41
174594,LEE,Nmecha,F,2.0,1.76,2.27,1.8,2.47,1.9,1.94,2.05,2.03,2.03,1.62,1.69,1.9,23.48,11.74
516895,MUN,Mainoo,M,3.5,1.69,2.69,1.97,2.38,1.72,1.78,2.13,1.69,1.84,1.65,2.0,1.9,23.43,6.69
109646,CHE,Tosin,D,3.5,2.52,1.78,1.57,2.36,2.55,2.17,0.97,2.15,1.54,2.01,1.47,2.3,23.39,6.68
243571,EVE,Patterson,D,2.5,1.25,2.94,1.57,2.97,1.23,2.04,1.8,1.45,1.95,2.23,1.88,1.74,23.04,9.22
577669,SUN,Sadiki,M,2.0,1.84,2.68,1.81,2.64,1.81,1.78,1.86,1.93,1.55,1.79,1.6,1.66,22.95,11.48
166477,FUL,Castagne,D,3.0,1.17,3.01,1.21,3.29,1.64,1.46,1.49,1.52,1.47,1.94,1.83,2.32,22.36,7.45
167512,SUN,O'Nien,M,2.0,0.0,0.0,0.0,1.42,2.46,2.54,2.73,2.75,2.55,2.71,2.55,2.61,22.31,11.16
441271,WOL,Hoever,D,2.0,1.23,2.27,1.87,2.21,2.01,1.61,1.73,2.27,2.31,1.56,1.4,1.76,22.23,11.11
482442,TOT,P.M.Sarr,M,3.0,1.53,1.18,1.38,2.3,2.41,2.56,1.31,2.49,1.28,2.34,1.22,2.21,22.19,7.4
149484,AVL,Mings,D,3.5,1.01,1.09,1.3,1.41,2.7,2.46,2.83,2.21,1.25,1.81,1.47,2.58,22.12,6.32
492777,LIV,Bradley,D,3.5,1.04,1.05,1.13,2.66,2.44,2.29,1.15,2.48,1.38,2.62,1.1,2.69,22.05,6.3
204120,BHA,Boscagli,D,3.0,1.6,2.67,1.4,2.31,1.88,1.26,1.76,1.72,1.7,2.07,1.68,1.79,21.87,7.29
108413,CRY,Hughes,M,3.0,1.23,1.33,1.33,1.69,2.32,2.64,2.29,2.17,1.14,2.19,1.32,2.18,21.82,7.27
195384,ARS,Merino,M,4.0,0.95,1.25,1.05,2.42,2.2,2.26,1.32,2.34,1.19,2.53,1.54,2.58,21.63,5.41
220237,NEW,Botman,D,4.0,0.77,0.9,1.24,2.38,2.43,2.22,1.49,2.39,1.49,2.57,1.29,2.33,21.5,5.38
250199,NFO,Dominguez,M,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,4.55,2.73,4.77,3.08,4.74,21.5,7.17
427637,LEE,Aaronson,M,2.0,1.37,1.97,1.61,2.2,1.59,1.66,1.86,1.73,1.92,1.73,1.64,1.83,21.11,10.56
126184,MCI,Aké,D,3.5,0.99,1.09,1.04,2.26,2.18,2.72,1.19,2.52,1.13,2.47,1.06,2.2,20.86,5.96
444884,LIV,Elliott,M,3.5,1.45,0.85,0.85,2.28,2.22,2.33,1.05,2.54,1.36,2.31,1.06,2.42,20.71,5.92
200089,NEW,Willock,M,2.5,0.0,0.0,0.0,1.09,2.54,2.69,1.83,2.98,1.81,3.17,1.78,2.81,20.69,8.28
466075,ARS,Calafiori,D,3.5,0.0,0.79,0.75,2.54,1.82,2.24,1.41,2.42,1.26,3.0,1.64,2.47,20.34,5.81
485047,NFO,Morato,D,2.5,0.74,0.8,1.23,0.88,2.63,2.41,2.26,2.15,1.11,2.56,1.51,1.95,20.23,8.09
424044,BOU,H.Traorè,M,3.0,1.56,3.41,1.51,2.44,1.49,1.52,1.32,1.3,1.28,1.12,1.39,1.66,20.02,6.67
510500,NFO,Jota,M,2.5,1.21,1.11,1.39,1.03,2.42,2.46,2.09,1.86,1.1,2.04,1.39,1.86,19.94,7.98
171287,LIV,Gomez,D,3.5,0.6,0.71,0.91,2.45,2.44,2.04,0.98,2.46,1.19,2.32,1.01,2.65,19.77,5.65
221399,LEE,Harrison,M,2.5,1.18,2.29,1.39,2.23,1.47,1.49,1.69,1.56,1.71,1.46,1.44,1.51,19.41,7.77
543295,BRE,Milambo,M,3.0,0.7,1.51,1.39,1.78,1.44,1.85,1.69,1.92,1.65,1.77,1.81,1.87,19.37,6.46
179458,BUR,Bruun Larsen,M,2.0,1.59,3.22,1.43,2.28,1.43,1.17,1.41,1.51,1.4,1.17,1.43,1.32,19.36,9.68
207283,BRE,Jensen,M,2.0,1.6,3.16,1.79,2.22,1.19,1.29,1.22,1.3,1.25,1.25,1.44,1.23,18.94,9.47
205533,CRY,Nketiah,F,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,4.21,1.74,4.61,2.2,4.27,18.79,6.26
223541,LIV,Chiesa,M,3.5,1.04,0.77,0.79,2.08,2.11,1.94,0.96,2.16,1.25,2.26,0.98,2.16,18.51,5.29
550090,BHA,Coppola,D,3.0,1.37,2.3,1.23,1.97,1.48,1.17,1.59,1.38,1.42,1.74,1.33,1.47,18.44,6.15
231480,WOL,S.Bueno,D,2.5,0.75,1.95,1.45,2.05,1.67,1.24,1.37,1.76,1.87,1.34,1.11,1.55,18.11,7.24
219249,BHA,O'Riley,M,3.0,1.33,2.08,1.16,1.89,1.43,1.3,1.49,1.41,1.43,1.56,1.3,1.61,17.99,6.0
197024,WHU,G.Rodriguez,M,2.0,1.34,1.99,1.21,2.06,1.23,1.36,1.22,1.42,1.37,1.33,1.42,1.37,17.32,8.66
433952,LEE,Ramazani,M,2.5,1.09,1.51,1.13,1.75,1.34,1.36,1.59,1.58,1.57,1.38,1.37,1.48,17.16,6.86
578153,MCI,Khusanov,D,3.0,0.82,0.9,0.9,1.85,1.36,2.23,1.03,2.02,1.01,1.89,0.95,1.86,16.82,5.61
513433,BHA,Gruda,M,2.5,1.34,2.01,1.26,1.67,1.5,1.18,1.35,1.21,1.17,1.39,1.22,1.44,16.75,6.7
463034,CHE,Delap,F,4.5,1.88,0.83,0.93,1.59,1.51,1.67,0.88,1.61,1.26,1.6,1.12,1.82,16.71,3.71
538207,NEW,Osula,F,2.5,3.11,1.77,1.37,1.4,1.36,1.11,0.75,1.21,0.74,1.36,0.86,1.26,16.3,6.52
218364,CRY,Sosa,D,3.0,0.75,1.09,0.93,1.46,2.01,1.5,1.78,1.69,0.73,1.64,0.88,1.71,16.18,5.39
483081,WOL,R.Gomes,M,2.0,1.05,1.66,1.2,1.59,1.3,1.4,1.32,1.49,1.5,1.17,1.13,1.29,16.1,8.05
222694,LEE,Struijk,D,2.0,3.57,1.32,0.8,1.5,1.03,1.04,1.01,1.37,1.24,1.0,1.04,1.09,16.0,8.0
97299,MCI,Stones,D,4.0,0.77,0.73,0.66,1.69,1.62,2.14,0.8,2.08,0.89,1.98,0.82,1.75,15.93,3.98
606921,CRY,Esse,M,2.5,0.84,1.05,1.05,1.62,1.93,1.65,1.65,1.44,0.73,1.57,0.86,1.34,15.73,6.29
124165,SUN,Roberts,M,2.0,1.41,2.06,1.37,1.56,1.22,1.13,1.16,1.25,1.12,1.19,1.0,1.17,15.64,7.82
106760,MUN,Shaw,D,3.5,1.05,2.51,1.76,2.03,1.1,1.0,1.35,0.73,0.96,1.01,0.95,1.18,15.63,4.47
213999,WHU,Álvarez,M,2.5,0.89,1.75,1.0,2.08,1.07,1.09,1.1,1.18,1.27,1.22,1.42,1.21,15.26,6.1
437505,SUN,Isidor,F,2.5,1.45,1.86,1.35,1.43,1.05,1.09,1.06,1.23,1.48,1.11,0.93,1.13,15.17,6.07
436893,BOU,J.Araujo,D,2.0,0.78,1.82,1.08,1.76,1.14,1.32,1.25,1.08,1.35,0.88,1.1,1.5,15.06,7.53
465694,MCI,N.Gonzalez,M,3.5,2.51,2.02,1.48,1.84,0.76,1.18,0.61,1.12,0.58,1.11,0.53,1.24,14.99,4.28
482973,NFO,Igor Jesus,F,3.0,0.76,0.81,0.94,0.75,1.78,1.72,1.65,1.41,0.93,1.56,1.09,1.58,14.98,4.99
135720,TOT,Danso,D,3.0,1.04,0.64,0.95,1.87,1.56,2.01,0.96,1.35,0.83,1.35,0.84,1.39,14.79,4.93
643135,WOL,Fer López,M,3.0,0.71,1.31,1.09,1.4,1.25,1.2,1.22,1.35,1.44,1.12,1.1,1.2,14.41,4.8
499309,SUN,Marc Guiu,F,2.5,0.62,1.38,1.16,1.76,1.37,1.28,1.28,1.42,0.0,1.34,1.17,1.31,14.1,5.64
467779,BHA,Wieffer,M,3.0,0.97,1.37,0.92,1.47,1.31,1.06,1.18,1.13,1.15,1.27,1.09,1.18,14.1,4.7
184341,MUN,Mount,M,3.0,0.82,1.74,1.1,1.51,0.99,1.07,1.43,0.86,1.14,1.1,1.11,1.17,14.01,4.67
57328,CRY,Clyne,D,2.5,0.42,0.81,0.81,1.12,1.46,1.62,1.5,1.44,0.66,1.63,0.94,1.59,13.98,5.59
503139,BOU,Scott,M,2.5,1.16,2.55,0.86,1.5,0.89,1.05,0.94,0.98,1.04,0.88,0.93,1.11,13.9,5.56
536694,CRY,M.França,M,2.5,0.0,0.0,0.0,0.0,1.68,1.74,2.13,2.03,0.94,2.2,1.2,1.92,13.85,5.54
210156,NFO,Awoniyi,F,2.5,0.79,0.79,0.96,0.66,1.32,1.92,1.37,1.32,0.81,1.46,0.91,1.24,13.54,5.42
445044,TOT,Kulusevski,M,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84,3.61,7.09,13.54,3.01
91651,MCI,Kovačić,M,3.5,0.0,0.0,0.0,0.97,1.58,1.98,0.95,2.04,0.95,2.04,0.89,1.99,13.39,3.83
128295,ARS,Nørgaard,M,3.5,0.58,0.75,0.66,1.31,1.39,1.37,0.91,1.28,0.78,1.47,1.02,1.42,12.95,3.7
497894,MUN,Højlund,F,3.5,0.76,1.69,0.97,1.38,0.88,1.0,1.27,0.79,1.01,0.94,1.07,1.08,12.85,3.67
447715,BUR,A.Ramsey,M,2.0,0.0,0.9,0.63,1.33,1.03,1.15,1.24,1.46,1.3,1.16,1.39,1.26,12.85,6.42
